country,date,total
Saudi Arabia,2020-05-23,70161
Saudi Arabia,2020-05-24,72560
Saudi Arabia,2020-05-25,74795
Saudi Arabia,2020-05-26,76726
Saudi Arabia,2020-05-27,78541
Saudi Arabia,2020-05-28,80185
Saudi Arabia,2020-05-29,81766
Saudi Arabia,2020-05-03,27011
Saudi Arabia,2020-05-30,83384
Saudi Arabia,2020-05-31,85261
Saudi Arabia,2020-05-04,28656
Saudi Arabia,2020-05-05,30251
Saudi Arabia,2020-05-06,31938
Saudi Arabia,2020-05-07,33731
Saudi Arabia,2020-05-08,35432
Saudi Arabia,2020-05-09,37136
Saudi Arabia,2020-06-01,87142
Saudi Arabia,2020-06-10,112288
Saudi Arabia,2020-06-11,116021
Saudi Arabia,2020-06-12,119942
Saudi Arabia,2020-06-13,123308
Saudi Arabia,2020-06-14,127541
Saudi Arabia,2020-06-15,132048
Saudi Arabia,2020-06-16,136315
Saudi Arabia,2020-06-17,141234
Saudi Arabia,2020-06-18,145991
Saudi Arabia,2020-06-19,150292
Saudi Arabia,2020-06-02,89011
Saudi Arabia,2020-06-20,154233
Saudi Arabia,2020-06-21,157612
Saudi Arabia,2020-06-22,161005
Saudi Arabia,2020-06-23,164144
Saudi Arabia,2020-06-24,167267
Saudi Arabia,2020-06-25,170639
Saudi Arabia,2020-06-26,174577
Saudi Arabia,2020-06-27,178504
Saudi Arabia,2020-06-28,182493
Saudi Arabia,2020-06-29,186436
Saudi Arabia,2020-06-03,91182
Saudi Arabia,2020-06-30,190823
Saudi Arabia,2020-06-04,93157
Saudi Arabia,2020-06-05,95748
Saudi Arabia,2020-06-06,98869
Saudi Arabia,2020-06-07,101914
Saudi Arabia,2020-06-08,105283
Saudi Arabia,2020-06-09,108571
Saudi Arabia,2020-07-01,194225
Saudi Arabia,2020-07-02,197608
Saudi Arabia,2020-07-03,201801
Saudi Arabia,2020-07-04,205929
Saudi Arabia,2020-07-05,209509
Saudi Arabia,2020-07-06,213716
Saudi Arabia,2020-07-07,217108
Senegal,2020-01-22,0
Senegal,2020-01-23,0
Senegal,2020-01-24,0
Senegal,2020-01-25,0
Senegal,2020-01-26,0
Senegal,2020-01-27,0
Senegal,2020-01-28,0
Senegal,2020-01-29,0
Senegal,2020-01-30,0
Senegal,2020-01-31,0
Senegal,2020-02-01,0
Senegal,2020-02-10,0
Senegal,2020-02-11,0
Senegal,2020-02-12,0
Senegal,2020-02-13,0
Senegal,2020-02-14,0
Senegal,2020-02-15,0
Senegal,2020-02-16,0
Senegal,2020-02-17,0
Senegal,2020-02-18,0
Senegal,2020-02-19,0
Senegal,2020-02-02,0
Senegal,2020-02-20,0
Senegal,2020-02-21,0
Senegal,2020-02-22,0
Senegal,2020-02-23,0
Senegal,2020-02-24,0
Senegal,2020-02-25,0
Senegal,2020-02-26,0
Senegal,2020-02-27,0
Senegal,2020-02-28,0
Senegal,2020-02-29,0
Senegal,2020-02-03,0
Senegal,2020-02-04,0
Senegal,2020-02-05,0
Senegal,2020-02-06,0
Senegal,2020-02-07,0
Senegal,2020-02-08,0
Senegal,2020-02-09,0
Senegal,2020-03-01,0
Senegal,2020-03-10,4
Senegal,2020-03-11,4
Senegal,2020-03-12,4
Senegal,2020-03-13,10
Senegal,2020-03-14,10
Senegal,2020-03-15,24
Senegal,2020-03-16,24
Senegal,2020-03-17,26
Senegal,2020-03-18,31
Senegal,2020-03-19,31
Senegal,2020-03-02,1
Senegal,2020-03-20,38
Senegal,2020-03-21,47
Senegal,2020-03-22,67
Senegal,2020-03-23,79
Senegal,2020-03-24,86
Senegal,2020-03-25,99
Senegal,2020-03-26,105
Senegal,2020-03-27,119
Senegal,2020-03-28,130
Senegal,2020-03-29,142
Senegal,2020-03-03,2
Senegal,2020-03-30,162
Senegal,2020-03-31,175
Senegal,2020-03-04,4
Senegal,2020-03-05,4
Senegal,2020-03-06,4
Senegal,2020-03-07,4
Senegal,2020-03-08,4
Senegal,2020-03-09,4
Senegal,2020-04-01,190
Senegal,2020-04-10,265
Senegal,2020-04-11,278
Senegal,2020-04-12,280
Senegal,2020-04-13,291
Senegal,2020-04-14,299
Senegal,2020-04-15,314
Senegal,2020-04-16,335
Senegal,2020-04-17,342
Senegal,2020-04-18,350
Senegal,2020-04-19,367
Senegal,2020-04-02,195
Senegal,2020-04-20,377
Senegal,2020-04-21,412
Senegal,2020-04-22,442
Senegal,2020-04-23,479
Senegal,2020-04-24,545
Senegal,2020-04-25,614
Senegal,2020-04-26,671
Senegal,2020-04-27,736
Senegal,2020-04-28,823
Senegal,2020-04-29,882
Senegal,2020-04-03,207
Senegal,2020-04-30,933
Senegal,2020-04-04,219
Senegal,2020-04-05,222
Senegal,2020-04-06,226
Senegal,2020-04-07,237
Senegal,2020-04-08,244
Senegal,2020-04-09,250
Senegal,2020-05-01,1024
Senegal,2020-05-10,1709
Senegal,2020-05-11,1886
Senegal,2020-05-12,1995
Senegal,2020-05-13,2105
Senegal,2020-05-14,2189
Senegal,2020-05-15,2310
Senegal,2020-05-16,2429
Senegal,2020-05-17,2480
Senegal,2020-05-18,2544
Senegal,2020-05-19,2617
Senegal,2020-05-02,1115
Senegal,2020-05-20,2714
Senegal,2020-05-21,2812
Senegal,2020-05-22,2909
Senegal,2020-05-23,2976
Senegal,2020-05-24,3047
Senegal,2020-05-25,3130
Senegal,2020-05-26,3161
Senegal,2020-05-27,3253
Senegal,2020-05-28,3348
Senegal,2020-05-29,3429
Senegal,2020-05-03,1182
Senegal,2020-05-30,3535
Senegal,2020-05-31,3645
Senegal,2020-05-04,1271
Senegal,2020-05-05,1329
Senegal,2020-05-06,1433
Senegal,2020-05-07,1492
Senegal,2020-05-08,1551
Senegal,2020-05-09,1634
Senegal,2020-06-01,3739
Senegal,2020-06-10,4640
Senegal,2020-06-11,4759
Senegal,2020-06-12,4851
Senegal,2020-06-13,4996
Senegal,2020-06-14,5090
Senegal,2020-06-15,5173
Senegal,2020-06-16,5247
Senegal,2020-06-17,5369
Senegal,2020-06-18,5475
Senegal,2020-06-19,5639
Senegal,2020-06-02,3836
Senegal,2020-06-20,5783
Senegal,2020-06-21,5888
Senegal,2020-06-22,5970
Senegal,2020-06-23,6034
Senegal,2020-06-24,6129
Senegal,2020-06-25,6233
Senegal,2020-06-26,6354
Senegal,2020-06-27,6459
Senegal,2020-06-28,6586
Senegal,2020-06-29,6698
Senegal,2020-06-03,3932
Senegal,2020-06-30,6793
Senegal,2020-06-04,4021
Senegal,2020-06-05,4155
Senegal,2020-06-06,4249
Senegal,2020-06-07,4328
Senegal,2020-06-08,4427
Senegal,2020-06-09,4516
Senegal,2020-07-01,6925
Senegal,2020-07-02,7054
Senegal,2020-07-03,7164
Senegal,2020-07-04,7272
Senegal,2020-07-05,7400
Senegal,2020-07-06,7478
Senegal,2020-07-07,7547
Serbia,2020-01-22,0
Serbia,2020-01-23,0
Serbia,2020-01-24,0
Serbia,2020-01-25,0
Serbia,2020-01-26,0
Serbia,2020-01-27,0
Serbia,2020-01-28,0
Serbia,2020-01-29,0
Serbia,2020-01-30,0
Serbia,2020-01-31,0
Serbia,2020-02-01,0
Serbia,2020-02-10,0
Serbia,2020-02-11,0
Serbia,2020-02-12,0
Serbia,2020-02-13,0
Serbia,2020-02-14,0
Serbia,2020-02-15,0
Serbia,2020-02-16,0
Serbia,2020-02-17,0
Serbia,2020-02-18,0
Serbia,2020-02-19,0
Serbia,2020-02-02,0
Serbia,2020-02-20,0
Serbia,2020-02-21,0
Serbia,2020-02-22,0
Serbia,2020-02-23,0
Serbia,2020-02-24,0
Serbia,2020-02-25,0
Serbia,2020-02-26,0
Serbia,2020-02-27,0
Serbia,2020-02-28,0
Serbia,2020-02-29,0
Serbia,2020-02-03,0
Serbia,2020-02-04,0
Serbia,2020-02-05,0
Serbia,2020-02-06,0
Serbia,2020-02-07,0
Serbia,2020-02-08,0
Serbia,2020-02-09,0
Serbia,2020-03-01,0
Serbia,2020-03-10,5
Serbia,2020-03-11,12
Serbia,2020-03-12,19
Serbia,2020-03-13,35
Serbia,2020-03-14,46
Serbia,2020-03-15,48
Serbia,2020-03-16,55
Serbia,2020-03-17,65
Serbia,2020-03-18,83
Serbia,2020-03-19,103
Serbia,2020-03-02,0
Serbia,2020-03-20,135
Serbia,2020-03-21,171
Serbia,2020-03-22,222
Serbia,2020-03-23,249
Serbia,2020-03-24,303
Serbia,2020-03-25,384
Serbia,2020-03-26,384
Serbia,2020-03-27,457
Serbia,2020-03-28,659
Serbia,2020-03-29,741
Serbia,2020-03-03,0
Serbia,2020-03-30,785
Serbia,2020-03-31,900
Serbia,2020-03-04,0
Serbia,2020-03-05,0
Serbia,2020-03-06,1
Serbia,2020-03-07,1
Serbia,2020-03-08,1
Serbia,2020-03-09,1
Serbia,2020-04-01,1060
Serbia,2020-04-10,3105
Serbia,2020-04-11,3380
Serbia,2020-04-12,3630
Serbia,2020-04-13,4054
Serbia,2020-04-14,4465
Serbia,2020-04-15,4873
Serbia,2020-04-16,5318
Serbia,2020-04-17,5690
Serbia,2020-04-18,5994
Serbia,2020-04-19,6318
Serbia,2020-04-02,1171
Serbia,2020-04-20,6630
Serbia,2020-04-21,6890
Serbia,2020-04-22,7144
Serbia,2020-04-23,7276
Serbia,2020-04-24,7483
Serbia,2020-04-25,7779
Serbia,2020-04-26,8042
Serbia,2020-04-27,8275
Serbia,2020-04-28,8497
Serbia,2020-04-29,8724
Serbia,2020-04-03,1476
Serbia,2020-04-30,9009
Serbia,2020-04-04,1624
Serbia,2020-04-05,1908
Serbia,2020-04-06,2200
Serbia,2020-04-07,2447
Serbia,2020-04-08,2666
Serbia,2020-04-09,2867
Serbia,2020-05-01,9009
Serbia,2020-05-10,10032
Serbia,2020-05-11,10176
Serbia,2020-05-12,10243
Serbia,2020-05-13,10295
Serbia,2020-05-14,10374
Serbia,2020-05-15,10438
Serbia,2020-05-16,10496
Serbia,2020-05-17,10610
Serbia,2020-05-18,10699
Serbia,2020-05-19,10733
Serbia,2020-05-02,9362
Serbia,2020-05-20,10833
Serbia,2020-05-21,10919
Serbia,2020-05-22,11024
Serbia,2020-05-23,11092
Serbia,2020-05-24,11159
Serbia,2020-05-25,11193
Serbia,2020-05-26,11227
Serbia,2020-05-27,11275
Serbia,2020-05-28,11300
Serbia,2020-05-29,11354
Serbia,2020-05-03,9464
Serbia,2020-05-30,11381
Serbia,2020-05-31,11412
Serbia,2020-05-04,9557
Serbia,2020-05-05,9677
Serbia,2020-05-06,9791
Serbia,2020-05-07,9848
Serbia,2020-05-08,9943
Serbia,2020-05-09,10032
Serbia,2020-06-01,11430
Serbia,2020-06-10,12031
Serbia,2020-06-11,12102
Serbia,2020-06-12,12175
Serbia,2020-06-13,12251
Serbia,2020-06-14,12310
Serbia,2020-06-15,12367
Serbia,2020-06-16,12426
Serbia,2020-06-17,12522
Serbia,2020-06-18,12616
Serbia,2020-06-19,12709
Serbia,2020-06-02,11454
Serbia,2020-06-20,12803
Serbia,2020-06-21,12894
Serbia,2020-06-22,12990
Serbia,2020-06-23,13092
Serbia,2020-06-24,13235
Serbia,2020-06-25,13372
Serbia,2020-06-26,13565
Serbia,2020-06-27,13792
Serbia,2020-06-28,14046
Serbia,2020-06-29,14288
Serbia,2020-06-03,11523
Serbia,2020-06-30,14564
Serbia,2020-06-04,11571
Serbia,2020-06-05,11667
Serbia,2020-06-06,11741
Serbia,2020-06-07,11823
Serbia,2020-06-08,11896
Serbia,2020-06-09,11965
Serbia,2020-07-01,14836
Serbia,2020-07-02,15195
Serbia,2020-07-03,15504
Serbia,2020-07-04,15829
Serbia,2020-07-05,16131
Serbia,2020-07-06,16420
Serbia,2020-07-07,16719
Seychelles,2020-01-22,0
Seychelles,2020-01-23,0
Seychelles,2020-01-24,0
Seychelles,2020-01-25,0
Seychelles,2020-01-26,0
Seychelles,2020-01-27,0
Seychelles,2020-01-28,0
Seychelles,2020-01-29,0
Seychelles,2020-01-30,0
Seychelles,2020-01-31,0
Seychelles,2020-02-01,0
Seychelles,2020-02-10,0
Seychelles,2020-02-11,0
Seychelles,2020-02-12,0
Seychelles,2020-02-13,0
Seychelles,2020-02-14,0
Seychelles,2020-02-15,0
Seychelles,2020-02-16,0
Seychelles,2020-02-17,0
Seychelles,2020-02-18,0
Seychelles,2020-02-19,0
Seychelles,2020-02-02,0
Seychelles,2020-02-20,0
Seychelles,2020-02-21,0
Seychelles,2020-02-22,0
Seychelles,2020-02-23,0
Seychelles,2020-02-24,0
Seychelles,2020-02-25,0
Seychelles,2020-02-26,0
Seychelles,2020-02-27,0
Seychelles,2020-02-28,0
Seychelles,2020-02-29,0
Seychelles,2020-02-03,0
Seychelles,2020-02-04,0
Seychelles,2020-02-05,0
Seychelles,2020-02-06,0
Seychelles,2020-02-07,0
Seychelles,2020-02-08,0
Seychelles,2020-02-09,0
Seychelles,2020-03-01,0
Seychelles,2020-03-10,0
Seychelles,2020-03-11,0
Seychelles,2020-03-12,0
Seychelles,2020-03-13,0
Seychelles,2020-03-14,2
Seychelles,2020-03-15,2
Seychelles,2020-03-16,3
Seychelles,2020-03-17,4
Seychelles,2020-03-18,4
Seychelles,2020-03-19,6
Seychelles,2020-03-02,0
Seychelles,2020-03-20,7
Seychelles,2020-03-21,7
Seychelles,2020-03-22,7
Seychelles,2020-03-23,7
Seychelles,2020-03-24,7
Seychelles,2020-03-25,7
Seychelles,2020-03-26,7
Seychelles,2020-03-27,7
Seychelles,2020-03-28,8
Seychelles,2020-03-29,8
Seychelles,2020-03-03,0
Seychelles,2020-03-30,8
Seychelles,2020-03-31,10
Seychelles,2020-03-04,0
Seychelles,2020-03-05,0
Seychelles,2020-03-06,0
Seychelles,2020-03-07,0
Seychelles,2020-03-08,0
Seychelles,2020-03-09,0
Seychelles,2020-04-01,10
Seychelles,2020-04-10,11
Seychelles,2020-04-11,11
Seychelles,2020-04-12,11
Seychelles,2020-04-13,11
Seychelles,2020-04-14,11
Seychelles,2020-04-15,11
Seychelles,2020-04-16,11
Seychelles,2020-04-17,11
Seychelles,2020-04-18,11
Seychelles,2020-04-19,11
Seychelles,2020-04-02,10
Seychelles,2020-04-20,11
Seychelles,2020-04-21,11
Seychelles,2020-04-22,11
Seychelles,2020-04-23,11
Seychelles,2020-04-24,11
Seychelles,2020-04-25,11
Seychelles,2020-04-26,11
Seychelles,2020-04-27,11
Seychelles,2020-04-28,11
Seychelles,2020-04-29,11
Seychelles,2020-04-03,10
Seychelles,2020-04-30,11
Seychelles,2020-04-04,10
Seychelles,2020-04-05,10
Seychelles,2020-04-06,11
Seychelles,2020-04-07,11
Seychelles,2020-04-08,11
Seychelles,2020-04-09,11
Seychelles,2020-05-01,11
Seychelles,2020-05-10,11
Seychelles,2020-05-11,11
Seychelles,2020-05-12,11
Seychelles,2020-05-13,11
Seychelles,2020-05-14,11
Seychelles,2020-05-15,11
Seychelles,2020-05-16,11
Seychelles,2020-05-17,11
Seychelles,2020-05-18,11
Seychelles,2020-05-19,11
Seychelles,2020-05-02,11
Seychelles,2020-05-20,11
Seychelles,2020-05-21,11
Seychelles,2020-05-22,11
Seychelles,2020-05-23,11
Seychelles,2020-05-24,11
Seychelles,2020-05-25,11
Seychelles,2020-05-26,11
Seychelles,2020-05-27,11
Seychelles,2020-05-28,11
Seychelles,2020-05-29,11
Seychelles,2020-05-03,11
Seychelles,2020-05-30,11
Seychelles,2020-05-31,11
Seychelles,2020-05-04,11
Seychelles,2020-05-05,11
Seychelles,2020-05-06,11
Seychelles,2020-05-07,11
Seychelles,2020-05-08,11
Seychelles,2020-05-09,11
Seychelles,2020-06-01,11
Seychelles,2020-06-10,11
Seychelles,2020-06-11,11
Seychelles,2020-06-12,11
Seychelles,2020-06-13,11
Seychelles,2020-06-14,11
Seychelles,2020-06-15,11
Seychelles,2020-06-16,11
Seychelles,2020-06-17,11
Seychelles,2020-06-18,11
Seychelles,2020-06-19,11
Seychelles,2020-06-02,11
Seychelles,2020-06-20,11
Seychelles,2020-06-21,11
Seychelles,2020-06-22,11
Seychelles,2020-06-23,11
Seychelles,2020-06-24,11
Seychelles,2020-06-25,11
Seychelles,2020-06-26,11
Seychelles,2020-06-27,20
Seychelles,2020-06-28,70
Seychelles,2020-06-29,77
Seychelles,2020-06-03,11
Seychelles,2020-06-30,81
Seychelles,2020-06-04,11
Seychelles,2020-06-05,11
Seychelles,2020-06-06,11
Seychelles,2020-06-07,11
Seychelles,2020-06-08,11
Seychelles,2020-06-09,11
Seychelles,2020-07-01,81
Seychelles,2020-07-02,81
Seychelles,2020-07-03,81
Seychelles,2020-07-04,81
Seychelles,2020-07-05,81
Seychelles,2020-07-06,81
Seychelles,2020-07-07,81
Sierra Leone,2020-01-22,0
Sierra Leone,2020-01-23,0
Sierra Leone,2020-01-24,0
Sierra Leone,2020-01-25,0
Sierra Leone,2020-01-26,0
Sierra Leone,2020-01-27,0
Sierra Leone,2020-01-28,0
Sierra Leone,2020-01-29,0
Sierra Leone,2020-01-30,0
Sierra Leone,2020-01-31,0
Sierra Leone,2020-02-01,0
Sierra Leone,2020-02-10,0
Sierra Leone,2020-02-11,0
Sierra Leone,2020-02-12,0
Sierra Leone,2020-02-13,0
Sierra Leone,2020-02-14,0
Sierra Leone,2020-02-15,0
Sierra Leone,2020-02-16,0
Sierra Leone,2020-02-17,0
Sierra Leone,2020-02-18,0
Sierra Leone,2020-02-19,0
Sierra Leone,2020-02-02,0
Sierra Leone,2020-02-20,0
Sierra Leone,2020-02-21,0
Sierra Leone,2020-02-22,0
Sierra Leone,2020-02-23,0
Sierra Leone,2020-02-24,0
Sierra Leone,2020-02-25,0
Sierra Leone,2020-02-26,0
Sierra Leone,2020-02-27,0
Sierra Leone,2020-02-28,0
Sierra Leone,2020-02-29,0
Sierra Leone,2020-02-03,0
Sierra Leone,2020-02-04,0
Sierra Leone,2020-02-05,0
Sierra Leone,2020-02-06,0
Sierra Leone,2020-02-07,0
Sierra Leone,2020-02-08,0
Sierra Leone,2020-02-09,0
Sierra Leone,2020-03-01,0
Sierra Leone,2020-03-10,0
Sierra Leone,2020-03-11,0
Sierra Leone,2020-03-12,0
Sierra Leone,2020-03-13,0
Sierra Leone,2020-03-14,0
Sierra Leone,2020-03-15,0
Sierra Leone,2020-03-16,0
Sierra Leone,2020-03-17,0
Sierra Leone,2020-03-18,0
Sierra Leone,2020-03-19,0
Sierra Leone,2020-03-02,0
Sierra Leone,2020-03-20,0
Sierra Leone,2020-03-21,0
Sierra Leone,2020-03-22,0
Sierra Leone,2020-03-23,0
Sierra Leone,2020-03-24,0
Sierra Leone,2020-03-25,0
Sierra Leone,2020-03-26,0
Sierra Leone,2020-03-27,0
Sierra Leone,2020-03-28,0
Sierra Leone,2020-03-29,0
Sierra Leone,2020-03-03,0
Sierra Leone,2020-03-30,0
Sierra Leone,2020-03-31,1
Sierra Leone,2020-03-04,0
Sierra Leone,2020-03-05,0
Sierra Leone,2020-03-06,0
Sierra Leone,2020-03-07,0
Sierra Leone,2020-03-08,0
Sierra Leone,2020-03-09,0
Sierra Leone,2020-04-01,2
Sierra Leone,2020-04-10,8
Sierra Leone,2020-04-11,8
Sierra Leone,2020-04-12,10
Sierra Leone,2020-04-13,10
Sierra Leone,2020-04-14,11
Sierra Leone,2020-04-15,13
Sierra Leone,2020-04-16,15
Sierra Leone,2020-04-17,26
Sierra Leone,2020-04-18,30
Sierra Leone,2020-04-19,35
Sierra Leone,2020-04-02,2
Sierra Leone,2020-04-20,43
Sierra Leone,2020-04-21,50
Sierra Leone,2020-04-22,61
Sierra Leone,2020-04-23,64
Sierra Leone,2020-04-24,82
Sierra Leone,2020-04-25,82
Sierra Leone,2020-04-26,93
Sierra Leone,2020-04-27,93
Sierra Leone,2020-04-28,104
Sierra Leone,2020-04-29,104
Sierra Leone,2020-04-03,2
Sierra Leone,2020-04-30,124
Sierra Leone,2020-04-04,4
Sierra Leone,2020-04-05,6
Sierra Leone,2020-04-06,6
Sierra Leone,2020-04-07,6
Sierra Leone,2020-04-08,7
Sierra Leone,2020-04-09,7
Sierra Leone,2020-05-01,136
Sierra Leone,2020-05-10,307
Sierra Leone,2020-05-11,338
Sierra Leone,2020-05-12,338
Sierra Leone,2020-05-13,387
Sierra Leone,2020-05-14,408
Sierra Leone,2020-05-15,447
Sierra Leone,2020-05-16,462
Sierra Leone,2020-05-17,505
Sierra Leone,2020-05-18,519
Sierra Leone,2020-05-19,534
Sierra Leone,2020-05-02,155
Sierra Leone,2020-05-20,570
Sierra Leone,2020-05-21,585
Sierra Leone,2020-05-22,606
Sierra Leone,2020-05-23,621
Sierra Leone,2020-05-24,707
Sierra Leone,2020-05-25,735
Sierra Leone,2020-05-26,754
Sierra Leone,2020-05-27,782
Sierra Leone,2020-05-28,812
Sierra Leone,2020-05-29,829
Sierra Leone,2020-05-03,166
Sierra Leone,2020-05-30,852
Sierra Leone,2020-05-31,861
Sierra Leone,2020-05-04,178
Sierra Leone,2020-05-05,199
Sierra Leone,2020-05-06,225
Sierra Leone,2020-05-07,231
Sierra Leone,2020-05-08,257
Sierra Leone,2020-05-09,291
Sierra Leone,2020-06-01,865
Sierra Leone,2020-06-10,1062
Sierra Leone,2020-06-11,1085
Sierra Leone,2020-06-12,1103
Sierra Leone,2020-06-13,1132
Sierra Leone,2020-06-14,1169
Sierra Leone,2020-06-15,1176
Sierra Leone,2020-06-16,1225
Sierra Leone,2020-06-17,1249
Sierra Leone,2020-06-18,1272
Sierra Leone,2020-06-19,1298
Sierra Leone,2020-06-02,896
Sierra Leone,2020-06-20,1309
Sierra Leone,2020-06-21,1327
Sierra Leone,2020-06-22,1340
Sierra Leone,2020-06-23,1347
Sierra Leone,2020-06-24,1354
Sierra Leone,2020-06-25,1354
Sierra Leone,2020-06-26,1394
Sierra Leone,2020-06-27,1410
Sierra Leone,2020-06-28,1427
Sierra Leone,2020-06-29,1450
Sierra Leone,2020-06-03,909
Sierra Leone,2020-06-30,1462
Sierra Leone,2020-06-04,914
Sierra Leone,2020-06-05,929
Sierra Leone,2020-06-06,946
Sierra Leone,2020-06-07,969
Sierra Leone,2020-06-08,1001
Sierra Leone,2020-06-09,1025
Sierra Leone,2020-07-01,1498
Sierra Leone,2020-07-02,1518
Sierra Leone,2020-07-03,1524
Sierra Leone,2020-07-04,1533
Sierra Leone,2020-07-05,1542
Sierra Leone,2020-07-06,1547
Sierra Leone,2020-07-07,1572
Singapore,2020-01-22,0
Singapore,2020-01-23,1
Singapore,2020-01-24,3
Singapore,2020-01-25,3
Singapore,2020-01-26,4
Singapore,2020-01-27,5
Singapore,2020-01-28,7
Singapore,2020-01-29,7
Singapore,2020-01-30,10
Singapore,2020-01-31,13
Singapore,2020-02-01,16
Singapore,2020-02-10,45
Singapore,2020-02-11,47
Singapore,2020-02-12,50
Singapore,2020-02-13,58
Singapore,2020-02-14,67
Singapore,2020-02-15,72
Singapore,2020-02-16,75
Singapore,2020-02-17,77
Singapore,2020-02-18,81
Singapore,2020-02-19,84
Singapore,2020-02-02,18
Singapore,2020-02-20,84
Singapore,2020-02-21,85
Singapore,2020-02-22,85
Singapore,2020-02-23,89
Singapore,2020-02-24,89
Singapore,2020-02-25,91
Singapore,2020-02-26,93
Singapore,2020-02-27,93
Singapore,2020-02-28,93
Singapore,2020-02-29,102
Singapore,2020-02-03,18
Singapore,2020-02-04,24
Singapore,2020-02-05,28
Singapore,2020-02-06,28
Singapore,2020-02-07,30
Singapore,2020-02-08,33
Singapore,2020-02-09,40
Singapore,2020-03-01,106
Singapore,2020-03-10,160
Singapore,2020-03-11,178
Singapore,2020-03-12,178
Singapore,2020-03-13,200
Singapore,2020-03-14,212
Singapore,2020-03-15,226
Singapore,2020-03-16,243
Singapore,2020-03-17,266
Singapore,2020-03-18,313
Singapore,2020-03-19,345
Singapore,2020-03-02,108
Singapore,2020-03-20,385
Singapore,2020-03-21,432
Singapore,2020-03-22,455
Singapore,2020-03-23,509
Singapore,2020-03-24,558
Singapore,2020-03-25,631
Singapore,2020-03-26,683
Singapore,2020-03-27,732
Singapore,2020-03-28,802
Singapore,2020-03-29,844
Singapore,2020-03-03,110
Singapore,2020-03-30,879
Singapore,2020-03-31,926
Singapore,2020-03-04,110
Singapore,2020-03-05,117
Singapore,2020-03-06,130
Singapore,2020-03-07,138
Singapore,2020-03-08,150
Singapore,2020-03-09,150
Singapore,2020-04-01,1000
Singapore,2020-04-10,2108
Singapore,2020-04-11,2299
Singapore,2020-04-12,2532
Singapore,2020-04-13,2918
Singapore,2020-04-14,3252
Singapore,2020-04-15,3699
Singapore,2020-04-16,4427
Singapore,2020-04-17,5050
Singapore,2020-04-18,5992
Singapore,2020-04-19,6588
Singapore,2020-04-02,1049
Singapore,2020-04-20,8014
Singapore,2020-04-21,9125
Singapore,2020-04-22,10141
Singapore,2020-04-23,11178
Singapore,2020-04-24,12075
Singapore,2020-04-25,12693
Singapore,2020-04-26,13624
Singapore,2020-04-27,14423
Singapore,2020-04-28,14951
Singapore,2020-04-29,15641
Singapore,2020-04-03,1114
Singapore,2020-04-30,16169
Singapore,2020-04-04,1189
Singapore,2020-04-05,1309
Singapore,2020-04-06,1375
Singapore,2020-04-07,1481
Singapore,2020-04-08,1623
Singapore,2020-04-09,1910
Singapore,2020-05-01,17101
Singapore,2020-05-10,23336
Singapore,2020-05-11,23822
Singapore,2020-05-12,24671
Singapore,2020-05-13,25346
Singapore,2020-05-14,26098
Singapore,2020-05-15,26891
Singapore,2020-05-16,27356
Singapore,2020-05-17,28038
Singapore,2020-05-18,28343
Singapore,2020-05-19,28794
Singapore,2020-05-02,17548
Singapore,2020-05-20,29364
Singapore,2020-05-21,29812
Singapore,2020-05-22,30426
Singapore,2020-05-23,31068
Singapore,2020-05-24,31616
Singapore,2020-05-25,31960
Singapore,2020-05-26,32343
Singapore,2020-05-27,32876
Singapore,2020-05-28,33249
Singapore,2020-05-29,33860
Singapore,2020-05-03,18205
Singapore,2020-05-30,34366
Singapore,2020-05-31,34884
Singapore,2020-05-04,18778
Singapore,2020-05-05,19410
Singapore,2020-05-06,20198
Singapore,2020-05-07,20939
Singapore,2020-05-08,21707
Singapore,2020-05-09,22460
Singapore,2020-06-01,35292
Singapore,2020-06-10,38965
Singapore,2020-06-11,39387
Singapore,2020-06-12,39850
Singapore,2020-06-13,40197
Singapore,2020-06-14,40604
Singapore,2020-06-15,40818
Singapore,2020-06-16,40969
Singapore,2020-06-17,41216
Singapore,2020-06-18,41473
Singapore,2020-06-19,41615
Singapore,2020-06-02,35836
Singapore,2020-06-20,41833
Singapore,2020-06-21,42095
Singapore,2020-06-22,42313
Singapore,2020-06-23,42432
Singapore,2020-06-24,42623
Singapore,2020-06-25,42736
Singapore,2020-06-26,42955
Singapore,2020-06-27,43246
Singapore,2020-06-28,43459
Singapore,2020-06-29,43661
Singapore,2020-06-03,36405
Singapore,2020-06-30,43907
Singapore,2020-06-04,36922
Singapore,2020-06-05,37183
Singapore,2020-06-06,37527
Singapore,2020-06-07,37910
Singapore,2020-06-08,38296
Singapore,2020-06-09,38514
Singapore,2020-07-01,44122
Singapore,2020-07-02,44310
Singapore,2020-07-03,44479
Singapore,2020-07-04,44664
Singapore,2020-07-05,44800
Singapore,2020-07-06,44983
Singapore,2020-07-07,45140
Slovakia,2020-01-22,0
Slovakia,2020-01-23,0
Slovakia,2020-01-24,0
Slovakia,2020-01-25,0
Slovakia,2020-01-26,0
Slovakia,2020-01-27,0
Slovakia,2020-01-28,0
Slovakia,2020-01-29,0
Slovakia,2020-01-30,0
Slovakia,2020-01-31,0
Slovakia,2020-02-01,0
Slovakia,2020-02-10,0
Slovakia,2020-02-11,0
Slovakia,2020-02-12,0
Slovakia,2020-02-13,0
Slovakia,2020-02-14,0
Slovakia,2020-02-15,0
